girder,18,10,67
girder,19,10,25
girder,20,10,21
girder,21,10,4
girder,0,11,12
girder,18,11,12
girder,21,11,12
girder,0,12,12
girder,18,12,12
girder,21,12,12
girder,0,13,12
girder,18,13,12
girder,19,13,24
girder,20,13,0
girder,21,13,12
girder,0,14,12
girder,18,14,12
girder,0,15,12
girder,0,16,12
girder,0,17,12
girder,0,18,4
cement,25,0,6
cement,26,0,7
cement,27,0,8
cement,28,0,9
cement,29,0,6
cement,30,0,85
cement,36,0,14
cement,37,0,53
cement,38,0,65
cement,39,0,89
cement,36,1,14
cement,37,1,53
leftSpike,33,10,0
leftSpike,33,11,0
upSpike,22,15,0
upSpike,23,15,0
upSpike,24,15,0
upSpike,25,15,0
upSpike,13,18,0
upSpike,14,18,0
upSpike,15,18,0
upSpike,16,18,0
upSpike,17,18,0
upSpike,26,19,0
upSpike,27,19,0
upSpike,28,19,0
upSpike,5,20,0
upSpike,6,20,0
upSpike,7,20,0
upSpike,8,20,0
upSpike,9,20,0
